codice_aic;denominazione;principio_attivo;confezione;classe
38381188;RETACRIT;Epoetina zeta;1 siringa SC EV 30.000 UI 0,75 ml;A
38381190;RETACRIT;Epoetina zeta;1 siringa SC EV 40.000 UI 1 ml;A
38381303;RETACRIT;Epoetina zeta;1 siringa SC EV 3.000 UI 0,9 ml;A
38381327;RETACRIT;Epoetina zeta;1 siringa SC EV 4.000 UI 0,4 ml;A
38381341;RETACRIT;Epoetina zeta;1 siringa SC EV 5.000 UI 0,5 ml;A
38381366;RETACRIT;Epoetina zeta;1 siringa SC EV 6.000 UI 0,6 ml;A
38381380;RETACRIT;Epoetina zeta;1 siringa SC EV 8.000 UI 0,8 ml;A
38381404;RETACRIT;Epoetina zeta;1 siringa SC EV 10.000 UI 1 ml con protezione ago;A
38381428;RETACRIT;Epoetina zeta;1 siringa SC EV 20.000 UI 0,5 ml;A
38381430;RETACRIT;Epoetina zeta;1 siringa SC EV 30.000 UI 0,75 ml;A
38381442;RETACRIT;Epoetina zeta;1 siringa SC EV 40.000 UI 1 ml;A
38407019;FENTICER;Fentanil;3 cerotti transd 25 mcg/ora;A
38407084;FENTICER;Fentanil;3 cerotti transd 50 mcg/ora;A
38407159;FENTICER;Fentanil;3 cerotti transd 75 mcg/ora;A
38407223;FENTICER;Fentanil;3 cerotti transd 100 mcg/ora;A
38448027;TESAVEL;Sitagliptin;28 cpr riv 25 mg;A
38448080;TESAVEL;Sitagliptin;28 cpr riv 50 mg;A
38448142;TESAVEL;Sitagliptin;28 cpr riv 100 mg;A
38451011;PRADAXA;Dabigatran;10x1 cps 75 mg;A
38451023;PRADAXA;Dabigatran;30x1 cps 75 mg;A
38451050;PRADAXA;Dabigatran;10x1 cps 110 mg;A
38451062;PRADAXA;Dabigatran;30x1 cps 110 mg;A
38451074;PRADAXA;Dabigatran;60x1 cps 110 mg;A
38451112;PRADAXA;Dabigatran;60x1 cps 150 mg;A
38471025;ALENDRONATO;Acido alendronico;4 cpr riv 70 mg;A
38485025;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 500 mg rilascio prolungato flacone;A
38485037;DEPAKIN CHRONO;Acido valproico/sodio valproato;30 cpr 300 mg rilascio prolungato;A
38498022;ENALAPRIL E IDROCLOROTIAZIDE;Enalapril/idroclorotiazide;14 cpr 20 mg + 12,5 mg;A
38502148;ZANIPRIL;Enalapril/lercanidipina;28 cpr riv 20 mg + 10 mg;A
38502252;ZANIPRIL;Enalapril/lercanidipina;28 cpr riv 20 mg + 20 mg;A
38576144;ATOVER;Enalapril/lercanidipina;28 cpr riv 20 mg + 10 mg;A
38528028;VOLIBRIS;Ambrisentan;30 cpr riv 5 mg;A
38528042;VOLIBRIS;Ambrisentan;30 cpr riv 10 mg;A
38529057;GLUBRAVA;Pioglitazone/metformina;56 cpr riv 15 mg + 850 mg;A
38540011;OSVAREN;Calcio acetato/magnesio carbonato;180 cpr riv 435 mg + 235 mg;A
38541013;HAEMOCTIN;Fattore VIII di coagulazione del sangue umano da frazionamento del plasma;1 flaconcino 250 UI + 1 flaconcino 5 ml + siringa;A
38541025;HAEMOCTIN;Fattore VIII di coagulazione del sangue umano da frazionamento del plasma;1 flaconcino 500 UI + 1 flaconcino 10 ml + siringa;A
38541037;HAEMOCTIN;Fattore VIII di coagulazione del sangue umano da frazionamento del plasma;1 flaconcino 1.000 UI + 1 flaconcino 10 ml + siringa;A
38545075;EXTAVIA;Interferone beta 1B;15 flaconcini SC 250 mcg/ml + 15 siringhe solv;A
38550036;FINASTERIDE;Finasteride;15 cpr riv 5 mg;A
38565141;LERCAPREL;Enalapril/lercanidipina;28 cpr riv 20 mg + 10 mg;A
38565255;LERCAPREL;Enalapril/lercanidipina;28 cpr riv 20 mg + 20 mg;A
38568147;CORIPREN;Enalapril/lercanidipina;28 cpr riv 20 mg + 10 mg;A
38568251;CORIPREN;Enalapril/lercanidipina;28 cpr riv 20 mg + 20 mg;A
38576258;ATOVER;Enalapril/lercanidipina;28 cpr riv 20 mg + 20 mg;A
38592022;CLOBETASOLO;Clobetasolo;ung derm 30 g 500 mcg/g;A
38600033;RELISTOR;Metilnaltrexone;7 flaconcini SC 12 mg 0,6 ml + 7 siringhe;A
38611036;XALIBUR;Latanoprost;collirio 30 monod 0,2 ml 0,005%;A
38612038;OCUSYNT;Latanoprost;collirio 30 monod 0,2 ml 50 mcg/ml;A
38613030;LATAY;Latanoprost;collirio 30 monod 0,2 ml 0,005%;A
38660015;EFFENTORA;Fentanil;4 cpr orosolub 100 mcg;A
38660039;EFFENTORA;Fentanil;4 cpr orosolub 200 mcg;A
38660054;EFFENTORA;Fentanil;4 cpr orosolub 400 mcg;A
38660078;EFFENTORA;Fentanil;4 cpr orosolub 600 mcg;A
38660092;EFFENTORA;Fentanil;4 cpr orosolub 800 mcg;A
38672034;JANUMET;Sitagliptin/metformina;56 cpr riv 50 mg + 850 mg;A
38672109;JANUMET;Sitagliptin/metformina;56 cpr riv 50 mg + 1.000 mg;A
38678037;VELMETIA;Sitagliptin/metformina;56 cpr riv 50 mg + 850 mg;A
38678102;VELMETIA;Sitagliptin/metformina;56 cpr riv 50 mg + 1.000 mg;A
38697013;PHOSLO;Calcio acetato;200 cps 667 mg;A
38736031;ABSTRAL;Fentanil;10 cpr subling 100 mcg;A
38736056;ABSTRAL;Fentanil;10 cpr subling 200 mcg;A
38736070;ABSTRAL;Fentanil;10 cpr subling 300 mcg;A
38736094;ABSTRAL;Fentanil;10 cpr subling 400 mcg;A
38736118;ABSTRAL;Fentanil;10 cpr subling 600 mcg;A
38736132;ABSTRAL;Fentanil;10 cpr subling 800 mcg;A
38744052;XARELTO;Rivaroxaban;5 cpr riv 10 mg;A
38744064;XARELTO;Rivaroxaban;10 cpr riv 10 mg;A
38744076;XARELTO;Rivaroxaban;30 cpr riv 10 mg;A
38744138;XARELTO;Rivaroxaban;42 cpr riv 15 mg;A
38744189;XARELTO;Rivaroxaban;28 cpr riv 20 mg;A
38767024;XAMIOL;Calcipotriolo/betametasone;gel flacone 30 g 50 mcg/g + 0,5 mg/g;A
38773038;EFFICIB;Sitagliptin/metformina;56 cpr riv 50 mg + 850 mg;A
38773103;EFFICIB;Sitagliptin/metformina;56 cpr riv 50 mg + 1.000 mg;A
38822058;PAROXETINA;Paroxetina;28 cpr riv 20 mg;A
38837011;AZARGA;Brinzolamide/timololo;collirio 5 ml 10 mg/ml + 5 mg/ml;A
38873030;ALVESCO;Ciclesonide;60 dosi spray nasale 80 mcg;A
38873055;ALVESCO;Ciclesonide;60 dosi spray nasale 160 mcg;A
38880011;SPIRIVA RESPIMAT;Tiotropio;soluz inal 60 erogazioni 2,5 mcg;A
38904278;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38904280;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38904292;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38904304;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38904316;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38904328;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38904330;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38904417;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38904429;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38904431;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38904443;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38904456;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38904468;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38904470;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 12 litri;A
38904482;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38904494;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38904506;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38904518;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38904520;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38904532;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
38904619;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38904621;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 32 litri;A
38904633;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 36 litri;A
38904645;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 44 litri;A
38904850;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38904862;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 11 litri;A
38904874;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 11 litri;A
38907059;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38907061;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38907073;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38907085;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38907097;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38907109;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38907162;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38907174;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38907186;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38907198;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38907200;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38907212;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38907236;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 7 litri;A
38907248;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 14 litri;A
38907251;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 25,5 litri;A
38907263;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 30 litri;A
38907275;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38907287;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 45 litri;A
38908012;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38908024;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38908036;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38908048;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38908051;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38908176;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 5 litri;A
38908188;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 5 litri;A
38908190;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 7 litri;A
38908202;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 10 litri;A
38908265;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 7 litri;A
38908277;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38908291;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38908315;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38917011;RANEXA;Ranolazina;60 cpr 375 mg rilascio prolungato;A
38917035;RANEXA;Ranolazina;60 cpr 500 mg rilascio prolungato;A
38917050;RANEXA;Ranolazina;60 cpr 750 mg rilascio prolungato;A
38919015;VIMPAT;Lacosamide;14 cpr riv 50 mg;A
38919027;VIMPAT;Lacosamide;56 cpr riv 50 mg;A
38919041;VIMPAT;Lacosamide;14 cpr riv 100 mg;A
38919054;VIMPAT;Lacosamide;56 cpr riv 100 mg;A
38919078;VIMPAT;Lacosamide;14 cpr riv 150 mg;A
38919080;VIMPAT;Lacosamide;56 cpr riv 150 mg;A
38919116;VIMPAT;Lacosamide;56 cpr riv 200 mg;A
38922011;KUVAN;Sapropterina;30 cpr solub 100 mg;A
38922023;KUVAN;Sapropterina;120 cpr solub 100 mg;A
38923431;INSUMAN;Insulina umana da DNA ricombinante;RAPID SOLOSTAR SC 5 penne 3 ml 100 UI/ml;A
38923951;INSUMAN;Insulina umana da DNA ricombinante;RAPID 1 flaconcino SC EV 1.000 UI 10 ml;A
38926034;SAFLUTAN;Tafluprost;collirio 30 flaconcini 15 mcg/ml 0,3 ml;A
38941136;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38941148;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38941151;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38941163;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38941175;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38941187;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38941199;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38941201;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38941213;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38941225;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38941237;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38941249;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38941252;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38941264;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38941415;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38941427;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 32 litri;A
38941439;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 36 litri;A
38941441;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 37 litri;A
38941454;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 38 litri;A
38941466;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
38941478;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 46 litri;A
38943078;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38943080;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38943092;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38943104;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38943116;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38943142;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38943155;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38943167;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38943179;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38943243;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38943256;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38943268;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38943270;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38943282;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 18 litri;A
38943294;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38943306;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38943318;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
38943369;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38943371;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38943383;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38943395;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38943407;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 15 litri;A
38943419;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38943484;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38943496;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
38944031;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38944043;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38944056;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38944068;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38944070;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38944082;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38944106;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38944157;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38944169;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38944171;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38944183;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38944195;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38944207;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38944219;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
38944260;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38944272;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38944334;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 25 litri;A
38944346;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38944359;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 37 litri;A
38944361;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 45 litri;A
38946012;GIANT;Olmesartan medoxomil/amlodipina;28 cpr riv 20 mg + 5 mg;A
38946075;GIANT;Olmesartan medoxomil/amlodipina;28 cpr riv 40 mg + 5 mg;A
38946137;GIANT;Olmesartan medoxomil/amlodipina;28 cpr riv 40 mg + 10 mg;A
38947026;BIVIS;Olmesartan medoxomil/amlodipina;28 cpr riv 20 mg + 5 mg;A
38947139;BIVIS;Olmesartan medoxomil/amlodipina;28 cpr riv 40 mg + 5 mg;A
38947242;BIVIS;Olmesartan medoxomil/amlodipina;28 cpr riv 40 mg + 10 mg;A
38960074;OXO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38960086;OXO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38960098;OXO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38960100;OXO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38961037;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38961049;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38961052;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38961064;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38961090;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38961102;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38961114;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38961126;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38961138;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38961177;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38961191;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38962015;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
38962027;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38962039;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38962041;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38962078;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38962080;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38962092;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38962104;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
38962116;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38962128;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
38962179;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 25 litri;A
38962181;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38962193;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 37 litri;A
38962205;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 45 litri;A
38963031;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38963043;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
38963056;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38963068;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
38963070;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
38963082;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
38963106;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
38983021;SEVIKAR;Olmesartan medoxomil/amlodipina;28 cpr riv 20 mg + 5 mg;A
38983161;SEVIKAR;Olmesartan medoxomil/amlodipina;28 cpr riv 40 mg + 5 mg;A
38983247;SEVIKAR;Olmesartan medoxomil/amlodipina;28 cpr riv 40 mg + 10 mg;A
38986016;LODOTRA;Prednisone;30 cpr 1 mg rilascio modificato;A
38986067;LODOTRA;Prednisone;30 cpr 2 mg rilascio modificato flacone;A
38986117;LODOTRA;Prednisone;30 cpr 5 mg rilascio modificato flacone;A
39001122;RASILEZ HCT;Aliskiren/idroclorotiazide;28 cpr riv 150 mg + 12,5 mg;A
39001526;RASILEZ HCT;Aliskiren/idroclorotiazide;28 cpr riv 300 mg + 12,5 mg;A
39001728;RASILEZ HCT;Aliskiren/idroclorotiazide;28 cpr riv 300 mg + 25 mg;A
39014206;ALGHEDON;Fentanil;3 cerotti transd 100 mcg/ora;A
39017052;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39017064;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39017076;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39017088;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39017090;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39017102;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39017177;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39017189;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39017191;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39017203;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39017215;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39017266;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39017278;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39017280;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39017292;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39017342;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39017355;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39017367;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39017379;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39017468;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39017470;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39017482;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 46 litri;A
39017595;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39017607;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 20 litri;A
39017621;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 32 litri;A
39019017;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39019029;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 15 litri;A
39019043;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39019056;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39019068;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 15 litri;A
39021074;IPRAMOL;Salbutamolo/ipratropio bromuro;soluz nebul 30 fiale 2,5 ml 0,5 mg + 2,5 mg;A
39037015;KENEIL;Gabapentin;30 cpr riv 600 mg;A
39055025;EFIENT;Prasugrel;28 cpr riv 5 mg;A
39055090;EFIENT;Prasugrel;28 cpr riv 10 mg;A
39056015;BERINERT;Proteina del plasma umano antiangioedema;1 fiala EV 500 U + 1 fiala solv 10 ml;A
39058033;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 29 litri;A
39058045;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39058058;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 38 litri;A
39058060;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 41 litri;A
39058072;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 46 litri;A
39058084;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39058096;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri con valvola riduttrice;A
39058108;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39058110;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri con valvola riduttrice;A
39058122;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39058134;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39058146;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri con valvola riduttrice;A
39058159;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39058161;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri con valvola riduttrice;A
39058173;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 30 litri;A
39072020;HAEMOBIONINE;Fattore IX di coagulazione del sangue umano liofilizzato;1 flacone 500 UI + 1 flaconcino 10 ml solv + sistema doppio filtro + ago farfalla;A
39072032;HAEMOBIONINE;Fattore IX di coagulazione del sangue umano liofilizzato;1 flacone 1.000 UI + 1 flaconcino 10 ml solv + sistema doppio filtro + ago farfalla;A
39073022;ALBIOMIN;Albumina umana;1 flacone soluz infus 50 ml 200 g/l;A
39073034;ALBIOMIN;Albumina umana;1 flacone soluz infus 100 ml 200 g/l;A
39103039;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 31 litri;A
39103041;OSSIGENO;Ossigeno;gas med criogenico contenitore mobile 37 litri;A
39103080;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39103092;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39103104;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 10 litri;A
39103116;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39103128;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 14 litri;A
39103130;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39103179;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
39103181;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 27 litri;A
39106012;OSSIGENO;Ossigeno;150 bar gas med compresso bomb 7 litri;A
39106036;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 5 litri;A
39106048;OSSIGENO;Ossigeno;200 bar gas med compresso bomb 7 litri;A
